"cdscode","schedule","district.x","school.x","days1","days2","days3","days4","days5","sum","tkd","kd","first","second","third","fourth","fifth","sixth","tkrec1","krec1","onerec1","tworec1","threerec1","fourrec1","fiverec1","sixrec1","tklunch","klunch","onelunch","twolunch","threelunch","fourlunch","fivelunch","sixlunch","tkrec2","krec2","onerec2","tworec2","threerec2","fourre2","fiverec2","sixrec2","Low Grade","High Grade","Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","afriameri","native","asian","filipino","hispanic","notreport","pacisland","multiracial","white","male","female","nonbinary","ell","disability","socioeco","migrant","foster","homeless"
49709126095459,"early release","santarosaelementary","hiddenvalleyelementary","weds",NA,NA,NA,NA,1,"8:00-13:05","8:00-13:05","8:00-13:05","8:00-13:05","8:00-13:05","8:00-13:05","8:00-13:05","8:00-13:05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","6",468,126,"26.9%",170,"36.3%",439,118,"26.9%",160,"36.4%",NA,NA,33,NA,161,NA,NA,51,220,240,246,NA,50,80,198,NA,NA,NA
49709126116958,"regular","santarosaelementary","kidstreetlearningcentercharter",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"8:30-15:00",NA,NA,NA,NA,NA,NA,NA,"10:30-10:45",NA,NA,NA,NA,NA,NA,NA,"12:15-13:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","6",118,75,"63.6%",86,"72.9%",112,72,"64.3%",82,"73.2%",NA,NA,NA,NA,47,NA,NA,23,40,66,57,NA,13,23,91,NA,NA,NA
37683616040349,"regular","santee","cajonparkelementary",NA,NA,NA,NA,NA,0,"7:45-11:30","7:45-13:35","7:45-13:35","7:45-13:35","7:45-13:35","7:45-14:01","7:45-14:01","7:45-14:01","8:50-9:00","9:15-9:30","9:15-9:30","9:15-9:30","9:35-9:50","9:20-9:35","9:20-9:35","10:25-10:40","11:15-11:30","11:15-11:55","11:15-11:55","11:35-12:15","11:35-12:15","12:00-12:40","12:00-12:40","12:00-12:40",NA,NA,NA,NA,NA,NA,NA,NA,"K","8",830,278,"33.5%",405,"48.8%",794,268,"33.8%",391,"49.2%",NA,NA,17,NA,213,NA,NA,95,523,489,377,NA,99,210,485,NA,NA,18
37683616040349,"early release","santee","cajonparkelementary",NA,NA,NA,NA,NA,0,"7:45-12:20","7:45-12:20","7:45-12:20","7:45-12:20","7:45-12:20","7:45-12:20","7:45-12:20","7:45-12:20","8:50-9:00","9:15-9:30","9:15-9:30","9:15-9:30","9:35-9:50","9:20-9:35","9:20-9:35","10:25-10:40","10:15-10:45","10:15-10:45","10:15-10:45","10:45-11:15","10:45-11:15","11:15-11:45","11:15-11:45","11:15-11:45",NA,NA,NA,NA,NA,NA,NA,NA,"K","8",830,278,"33.5%",405,"48.8%",794,268,"33.8%",391,"49.2%",NA,NA,17,NA,213,NA,NA,95,523,489,377,NA,99,210,485,NA,NA,18
37683616040356,"regular","santee","carltonhillselementary",NA,NA,NA,NA,NA,0,"7:45-11:15","7:45-13:35","7:45-13:35","7:45-13:35","7:45-13:35","7:45-14:01","7:45-14:01","7:45-14:01",NA,"9:30-9:45","9:20-9:35","9:20-9:35","9:20-9:35","10:00-10:15","10:00-10:15","10:00-10:15",NA,"11:05-11:45","10:45-11:25","10:45-11:25","10:45-11:25","11:20-12:00","11:20-12:00","11:20-12:00",NA,NA,NA,NA,NA,NA,NA,NA,"K","8",601,196,"32.6%",288,"47.9%",577,190,"32.9%",280,"48.5%",NA,NA,21,12,204,NA,NA,52,326,307,319,NA,71,168,335,NA,NA,15
37683616040356,"early release","santee","carltonhillselementary",NA,NA,NA,NA,NA,0,"7:45-11:15","7:45-12:20","7:45-12:20","7:45-12:20","7:45-12:20","7:45-12:20","7:45-12:20","7:45-12:20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10:45-11:15","10:45-11:15","10:45-11:15","10:45-11:15","11:15-11:45","11:15-11:45","11:15-11:45",NA,NA,NA,NA,NA,NA,NA,NA,"K","8",601,196,"32.6%",288,"47.9%",577,190,"32.9%",280,"48.5%",NA,NA,21,12,204,NA,NA,52,326,307,319,NA,71,168,335,NA,NA,15
37683616040364,"regular","santee","chetf.harrittelementary",NA,NA,NA,NA,NA,0,"8:00-13:35","8:00-13:35","8:00-13:35","8:00-13:35","8:00-13:35","8:00-13:35","8:00-13:35","8:00-13:35","9:30-9:50","9:30-9:50","9:30-9:50","9:30-9:50","9:30-9:50","9:30-9:50","9:30-9:50","9:30-9:50","11:55-12:35","11:55-12:35","11:55-12:35","11:55-12:35","11:55-12:35","11:55-12:35","11:55-12:35","11:55-12:35",NA,NA,NA,NA,NA,NA,NA,NA,"K","8",606,182,"30.0%",281,"46.4%",568,179,"31.5%",272,"47.9%",21,NA,12,14,210,NA,NA,79,298,348,287,NA,26,120,332,NA,NA,11
37683616040372,"regular","santee","pepperdriveelementary",NA,NA,NA,NA,NA,0,"8:30-12:00","8:30-14:20","8:30-14:20","8:30-14:20","8:30-14:20","8:30-14:46","8:30-14:46","8:30-14:46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","8",661,298,"45.1%",385,"58.2%",621,280,"45.1%",363,"58.5%",31,NA,18,13,275,NA,NA,56,304,349,351,NA,106,134,469,NA,NA,17
37683616040372,"early release","santee","pepperdriveelementary",NA,NA,NA,NA,NA,0,"8:30-12:00","8:30-13:05","8:30-13:05","8:30-13:05","8:30-13:05","8:30-13:05","8:30-13:05","8:30-13:05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","8",661,298,"45.1%",385,"58.2%",621,280,"45.1%",363,"58.5%",31,NA,18,13,275,NA,NA,56,304,349,351,NA,106,134,469,NA,NA,17
37683616040380,"regular","santee","prideacademyatprospectavenue","mon"," tues"," weds"," thurs"," fri",5,"8:10-13:35","8:10-13:35","8:10-13:35","8:10-13:35","8:10-13:35","8:10-13:35","8:10-13:35","8:10-13:35","10:00-10:15","10:00-10:15","10:00-10:15","10:00-10:15","10:00-10:15","10:00-10:15","10:00-10:15","10:00-10:15","11:00-11:40","11:00-11:40","11:00-11:40","11:00-11:40","11:00-11:40","11:00-11:40","11:00-11:40","11:00-11:40",NA,NA,NA,NA,NA,NA,NA,NA,"K","8",548,214,"39.1%",315,"57.5%",514,205,"39.9%",290,"56.4%",NA,NA,28,26,240,NA,NA,63,221,307,280,NA,75,116,386,NA,NA,11
37683616040406,"regular","santee","sycamorecanyonelementary",NA,NA,NA,NA,NA,0,"8:30-12:00","8:30-14:20","8:30-14:20","8:30-14:20","8:30-14:20","8:30-14:46","8:30-14:46","8:30-14:46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","6",373,87,"23.3%",138,"37.0%",314,70,"22.3%",110,"35.0%",NA,NA,NA,NA,126,NA,NA,52,204,206,201,NA,13,112,175,NA,NA,NA
37683616068159,"regular","santee","carltonoakselementary",NA,NA,NA,NA,NA,0,"8:30-12:00","8:30-14:20","8:30-14:20","8:30-14:20","8:30-14:20","8:30-14:46","8:30-14:46",NA,"9:25-9:50","10:05-10:20","10:15-10:30","10:15-10:30","10:10-10:25","10:10-10:25","10:30-10:45",NA,"11:00-11:15","11:15-11:55","11:15-11:55","11:15-11:55","12:00-12:40","12:00-12:40","12:45-13:25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","8",823,186,"22.6%",309,"37.5%",778,182,"23.4%",298,"38.3%",NA,NA,30,18,251,NA,NA,114,427,453,401,NA,49,209,357,NA,NA,12
37683616085153,"regular","santee","riosecoelementary",NA,NA,NA,NA,NA,0,NA,"8:30-14:46","8:30-14:46","8:30-14:46","8:30-14:46","8:30-14:46","8:30-14:46","8:30-14:46",NA,"10:18-10:30","10:18-10:30","10:18-10:30","10:18-10:30","10:18-10:30","10:18-10:30","10:18-10:30",NA,"12:18-12:58","12:18-12:58","12:18-12:58","12:18-12:58","12:18-12:58","12:18-12:58","12:18-12:58",NA,NA,NA,NA,NA,NA,NA,NA,"K","8",913,231,"25.3%",388,"42.5%",877,223,"25.4%",369,"42.1%",NA,NA,59,23,265,NA,NA,119,482,483,479,NA,80,197,468,NA,NA,16
37683616085161,"regular","santee","hillcreekelementary",NA,NA,NA,NA,NA,0,NA,"7:45-14:01","7:45-14:01","7:45-14:01","7:45-14:01","7:45-14:01","7:45-14:01","7:45-14:01",NA,"9:45-10:00","9:45-10:00","9:45-10:00","9:45-10:00","9:45-10:00","9:45-10:00","9:45-10:00",NA,"11:40-12:20","11:40-12:20","11:40-12:20","11:40-12:20","11:40-12:20","11:40-12:20","11:40-12:20",NA,NA,NA,NA,NA,NA,NA,NA,"K","8",695,216,"31.1%",329,"47.3%",659,202,"30.7%",311,"47.2%",NA,NA,14,16,231,NA,NA,78,377,369,353,NA,48,178,386,NA,NA,16
30666966030456,"regular","savannaelementary","cerritoselementary","mon"," tues"," thurs"," fri",NA,4,NA,"8:05-14:35","8:05-14:35","8:05-14:35","8:05-14:35","8:05-14:35","8:05-14:35","8:05-14:35",NA,"10:05-10:25","10:05-10:25","10:05-10:25","10:05-10:25","10:30-10:50","10:30-10:50","10:30-10:50",NA,"11:45-12:30","11:45-12:30","11:45-12:30","11:45-12:30","12:20-13:05","12:20-13:05","12:20-13:05",NA,NA,NA,NA,NA,NA,NA,NA,"K","6",368,218,"59.2%",265,"72.0%",332,197,"59.3%",239,"72.0%",NA,NA,53,31,191,NA,NA,18,65,191,190,NA,77,74,284,NA,NA,44
30666966030456,"early release","savannaelementary","cerritoselementary","weds",NA,NA,NA,NA,1,NA,"8:05-13:45","8:05-13:45","8:05-13:45","8:05-13:45","8:05-13:45","8:05-13:45","8:05-13:45",NA,"10:05-10:25","10:05-10:25","10:05-10:25","10:05-10:25","10:30-10:50","10:30-10:50","10:30-10:50",NA,"11:45-12:30","11:45-12:30","11:45-12:30","11:45-12:30","12:20-13:05","12:20-13:05","12:20-13:05",NA,NA,NA,NA,NA,NA,NA,NA,"K","6",368,218,"59.2%",265,"72.0%",332,197,"59.3%",239,"72.0%",NA,NA,53,31,191,NA,NA,18,65,191,190,NA,77,74,284,NA,NA,44
30666966030464,"regular","savannaelementary","hansenelementary","mon"," tues"," thurs"," fri",NA,4,"7:50-14:20","7:50-14:20","7:50-14:20","7:50-14:20","7:50-14:20","7:50-14:20","7:50-14:20","7:50-14:20","9:25-9:40","9:25-9:40","9:45-10:00","9:45-10:00","9:45-10:00","10:05-10:20","10:05-10:20","10:05-10:20","11:10-11:55","11:10-11:55","11:10-11:55","11:10-11:55","11:10-11:55","12:00-12:45","12:00-12:45","12:00-12:45",NA,NA,NA,NA,NA,NA,NA,NA,"K","6",416,308,"74.0%",364,"87.5%",393,295,"75.1%",346,"88.0%",17,NA,65,11,281,12,NA,13,24,223,202,NA,184,50,377,NA,NA,43
30666966030464,"early release","savannaelementary","hansenelementary","weds",NA,NA,NA,NA,1,"7:50-13:00","7:50-13:00","7:50-13:00","7:50-13:00","7:50-13:00","7:50-13:00","7:50-13:00","7:50-13:00","9:25-9:40","9:25-9:40","9:45-10:00","9:45-10:00","9:45-10:00","10:05-10:20","10:05-10:20","10:05-10:20","11:10-11:55","11:10-11:55","11:10-11:55","11:10-11:55","11:10-11:55","12:00-12:45","12:00-12:45","12:00-12:45",NA,NA,NA,NA,NA,NA,NA,NA,"K","6",416,308,"74.0%",364,"87.5%",393,295,"75.1%",346,"88.0%",17,NA,65,11,281,12,NA,13,24,223,202,NA,184,50,377,NA,NA,43
30666966030472,"regular","savannaelementary","holderelementary","mon"," tues"," thurs"," fri",NA,4,"7:40-14:00","7:40-14:00","7:40-14:00","7:40-14:00","7:40-14:00","7:40-14:00","7:40-14:00","7:40-14:00","10:05-10:20","10:05-10:20","9:50-10:05","9:50-10:05","9:50-10:05","9:30-9:45","9:30-9:45","9:30-9:45","12:00-12:45","12:00-12:45","12:00-12:45","12:00-12:45","12:00-12:45","11:20-12:05","11:20-12:05","11:20-12:05",NA,NA,NA,NA,NA,NA,NA,NA,"K","6",445,289,"64.9%",358,"80.4%",417,270,"64.7%",336,"80.6%",27,NA,61,27,263,13,NA,27,41,248,215,NA,129,97,378,NA,NA,48
30666966030472,"early release","savannaelementary","holderelementary","weds",NA,NA,NA,NA,1,"7:40-13:30","7:40-13:30","7:40-13:30","7:40-13:30","7:40-13:30","7:40-13:30","7:40-13:30","7:40-13:30","10:05-10:20","10:05-10:20","9:50-10:05","9:50-10:05","9:50-10:05","9:30-9:45","9:30-9:45","9:30-9:45","12:00-12:45","12:00-12:45","12:00-12:45","12:00-12:45","12:00-12:45","11:20-12:05","11:20-12:05","11:20-12:05",NA,NA,NA,NA,NA,NA,NA,NA,"K","6",445,289,"64.9%",358,"80.4%",417,270,"64.7%",336,"80.6%",27,NA,61,27,263,13,NA,27,41,248,215,NA,129,97,378,NA,NA,48
30666966030506,"regular","savannaelementary","twilareidelementary","mon"," tues"," thurs"," fri",NA,4,"8:15-14:40","8:15-14:40","8:15-14:40","8:15-14:40","8:15-14:40","8:15-14:40","8:15-14:40","8:15-14:40","10:00-10:15","10:00-10:15","10:15-10:30","10:15-10:30","10:15-10:30","10:35-10:50","10:35-10:50","10:35-10:50","11:15-12:00","11:15-12:00","12:00-12:45","12:00-12:45","12:00-12:45","12:45-13:30","12:45-13:30","12:45-13:30",NA,NA,NA,NA,NA,NA,NA,NA,"K","6",490,337,"68.8%",417,"85.1%",442,304,"68.8%",380,"86.0%",11,NA,73,25,359,13,11,12,35,276,263,NA,172,57,461,NA,NA,82
30666966030506,"early release","savannaelementary","twilareidelementary","weds",NA,NA,NA,NA,1,"8:15-13:45","8:15-13:45","8:15-13:45","8:15-13:45","8:15-13:45","8:15-13:45","8:15-13:45","8:15-13:45","10:00-10:15","10:00-10:15","10:15-10:30","10:15-10:30","10:15-10:30","10:35-10:50","10:35-10:50","10:35-10:50","11:15-12:00","11:15-12:00","12:00-12:45","12:00-12:45","12:00-12:45","12:45-13:30","12:45-13:30","12:45-13:30",NA,NA,NA,NA,NA,NA,NA,NA,"K","6",490,337,"68.8%",417,"85.1%",442,304,"68.8%",380,"86.0%",11,NA,73,25,359,13,11,12,35,276,263,NA,172,57,461,NA,NA,82
38769270132183,"regular","sbe-thenewschoolofsanfrancisco","thenewschoolofsanfrancisco","mon"," tues"," thurs"," fri",NA,4,NA,"8:40-14:30","8:40-15:00","8:40-15:00","8:40-15:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:00-12:00","11:00-12:00","11:30-12:30","11:30-12:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","7",457,147,"32.2%",160,"35.0%",457,147,"32.2%",160,"35.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38769270132183,"early release","sbe-thenewschoolofsanfrancisco","thenewschoolofsanfrancisco",NA,NA,NA,NA,NA,0,NA,"8:40-13:10","8:40-13:10","8:40-13:10","8:40-13:10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:00-12:00","11:00-12:00","11:30-12:30","11:30-12:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","7",457,147,"32.2%",160,"35.0%",457,147,"32.2%",160,"35.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44772480138909,"regular","sbe-watsonvilleprep","watsonvilleprep","mon"," tues"," thurs"," fri",NA,4,"8:00-14:20","8:00-14:20","8:00-15:20","8:00-15:20","8:00-15:20","8:00-15:20","8:00-15:30","8:00-15:30","9:50-10:50","9:10-9:25","9:10-9:25","9:35-9:50","9:35-9:50","9:35-9:50","9:35-9:50","10:05-10:20","10:50-11:30","10:50-11:30","10:50-11:30","11:15-11:55","11:15-11:55","11:15-11:55","12:25-13:05","12:25-13:05","13:15-13:30","13:00-13:15","13:15-13:30","13:45-14:00","13:45-14:00","13:45-14:00",NA,NA,"K","8",488,348,"71.3%",376,"77.0%",456,330,"72.4%",354,"77.6%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44772480138909,"early release","sbe-watsonvilleprep","watsonvilleprep","weds",NA,NA,NA,NA,1,"8:00-12:20","8:00-12:20","8:00-12:55","8:00-12:55","8:00-12:55","8:00-12:55","8:00-13:05","8:00-13:05","9:10-9:25","9:10-9:25","9:10-9:25","9:35-9:50","9:35-9:50","9:35-9:50","9:35-9:50","10:05-10:20","10:50-11:30","10:50-11:30","10:50-11:30","11:15-11:55","11:15-11:55","11:15-11:55","12:25-13:05","12:25-13:05",NA,NA,NA,NA,NA,NA,NA,NA,"K","8",488,348,"71.3%",376,"77.0%",456,330,"72.4%",354,"77.6%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49709386113039,"regular","sebastopolunionelementary","sebastopolindependentcharter","mon"," tues"," weds",NA,NA,3,NA,"8:30-12:30","8:30-14:55","8:30-14:55","8:30-15:05","8:30-15:05","8:20-15:05","8:20-15:05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","8",286,92,"32.2%",105,"36.7%",274,89,"32.5%",102,"37.2%",NA,NA,NA,NA,37,NA,NA,24,219,145,146,NA,NA,53,113,NA,NA,NA
49709386113039,"early release","sebastopolunionelementary","sebastopolindependentcharter","thurs"," fri",NA,NA,NA,2,NA,"8:30-12:30","8:30-12:45","8:30-12:45","8:30-12:45","8:30-12:45","8:20-12:45","8:20-12:45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","8",286,92,"32.2%",105,"36.7%",274,89,"32.5%",102,"37.2%",NA,NA,NA,NA,37,NA,NA,24,219,145,146,NA,NA,53,113,NA,NA,NA
10624306007231,"regular","selmaunified","andrewjacksonelementary",NA,NA,NA,NA,NA,0,"8:15-14:30","8:15-14:30","8:15-14:45","8:15-14:45","8:15-14:45","8:15-14:45","8:15-14:45","8:15-14:45","9:30-9:45","9:50-10:05","10:00-10:15","10:00-10:15","10:00-10:15","10:15-10:30","10:15-10:30","10:15-10:30","11:15-11:57","11:45-12:27","12:15-12:57","11:25-12:07","11:55-12:37","11:35-12:17","12:05-12:47","12:25-13:07",NA,NA,NA,NA,NA,NA,NA,NA,"K","6",640,496,"77.5%",585,"91.4%",608,470,"77.3%",557,"91.6%",NA,NA,22,NA,606,NA,NA,NA,30,342,328,NA,168,104,616,27,NA,19
10624306007231,"early release","selmaunified","andrewjacksonelementary",NA,NA,NA,NA,NA,0,"8:15-13:15","8:15-13:30","8:15-13:45","8:15-13:45","8:15-13:45","8:15-13:45","8:15-13:45","8:15-13:45","9:30-9:45","9:50-10:05","10:00-10:15","10:00-10:15","10:00-10:15","10:15-10:30","10:15-10:30","10:15-10:30","11:15-11:57","11:45-12:27","12:15-12:57","11:25-12:07","11:55-12:37","11:35-12:17","12:05-12:47","12:25-13:07",NA,NA,NA,NA,NA,NA,NA,NA,"K","6",640,496,"77.5%",585,"91.4%",608,470,"77.3%",557,"91.6%",NA,NA,22,NA,606,NA,NA,NA,30,342,328,NA,168,104,616,27,NA,19
10624306007231,"early release","selmaunified","andrewjacksonelementary",NA,NA,NA,NA,NA,0,"8:15-12:30","8:15-12:50","8:15-12:50","8:15-12:50","8:15-12:50","8:15-12:50","8:15-12:50","8:15-12:50","9:30-9:45","9:30-9:45","10:00-10:15","10:00-10:15","10:00-10:15","10:15-10:30","10:15-10:30","10:15-10:30","10:55-11:32","10:55-11:32","11:50-12:32","11:10-11:52","11:30-12:12","11:20-12:02","11:40-12:22","12:00-12:42",NA,NA,NA,NA,NA,NA,NA,NA,"K","6",640,496,"77.5%",585,"91.4%",608,470,"77.3%",557,"91.6%",NA,NA,22,NA,606,NA,NA,NA,30,342,328,NA,168,104,616,27,NA,19
10624306007256,"regular","selmaunified","ericwhiteelementary",NA,NA,NA,NA,NA,0,"8:15-14:30","8:15-14:30","8:15-14:45","8:15-14:45","8:15-14:45","8:15-14:45","8:15-14:45","8:15-14:45","9:45-10:00","9:45-10:00","10:00-10:15","10:00-10:15","10:00-10:15","10:20-10:35","10:20-10:35","10:20-10:35","11:15-11:55","11:15-11:55","11:15-11:55","11:50-12:30","11:50-12:30","11:50-12:30","12:25-13:05","12:25-13:05",NA,NA,NA,NA,NA,NA,NA,NA,"K","6",630,558,"88.6%",594,"94.3%",613,544,"88.7%",579,"94.5%",NA,NA,21,NA,645,NA,NA,NA,NA,329,353,NA,310,96,650,61,NA,22
10624306007256,"early release","selmaunified","ericwhiteelementary",NA,NA,NA,NA,NA,0,"8:15-13:30","8:15-13:30","8:15-13:45","8:15-13:45","8:15-13:45","8:15-13:45","8:15-13:45","8:15-13:45","9:45-10:00","9:45-10:00","10:00-10:15","10:00-10:15","10:00-10:15","10:20-10:35","10:20-10:35","10:20-10:35","11:15-11:55","11:15-11:55","11:15-11:55","11:50-12:30","11:50-12:30","11:50-12:30","12:25-13:05","12:25-13:05",NA,NA,NA,NA,NA,NA,NA,NA,"K","6",630,558,"88.6%",594,"94.3%",613,544,"88.7%",579,"94.5%",NA,NA,21,NA,645,NA,NA,NA,NA,329,353,NA,310,96,650,61,NA,22
10624306007256,"early release","selmaunified","ericwhiteelementary",NA,NA,NA,NA,NA,0,"8:15-12:45","8:15-12:45","8:15-13:05","8:15-13:05","8:15-13:05","8:15-13:05","8:15-13:05","8:15-13:05","9:45-10:00","9:45-10:00","10:00-10:15","10:00-10:15","10:00-10:15","10:20-10:35","10:20-10:35","10:20-10:35","11:00-11:30","11:00-11:30","11:00-11:30","11:30-12:00","11:30-12:00","11:30-12:00","12:00-12:30","12:00-12:30",NA,NA,NA,NA,NA,NA,NA,NA,"K","6",630,558,"88.6%",594,"94.3%",613,544,"88.7%",579,"94.5%",NA,NA,21,NA,645,NA,NA,NA,NA,329,353,NA,310,96,650,61,NA,22
10624306007280,"regular","selmaunified","indianolaelementary",NA,NA,NA,NA,NA,0,"8:15-14:30","8:15-14:30","8:15-14:40","8:15-14:40","8:15-14:40","8:15-14:40","8:15-14:40","8:15-14:40","10:15-10:30","10:15-10:30","10:15-10:30","10:15-10:30","10:35-10:50","10:35-10:50","10:35-10:50","10:35-10:50","11:15-12:00","11:15-12:00","11:15-12:00","11:15-12:00","11:45-12:30","11:45-12:30","12:20-13:05","12:20-13:05",NA,NA,NA,NA,NA,NA,NA,NA,"K","6",420,326,"77.6%",366,"87.1%",402,316,"78.6%",354,"88.1%",NA,NA,24,NA,391,NA,NA,NA,15,231,207,NA,117,94,385,14,NA,15
10624306007280,"early release","selmaunified","indianolaelementary",NA,NA,NA,NA,NA,0,"8:15-14:00","8:15-14:00","8:15-14:00","8:15-14:00","8:15-14:00","8:15-14:00","8:15-14:00","8:15-14:00","10:15-10:30","10:15-10:30","10:15-10:30","10:15-10:30","10:35-10:50","10:35-10:50","10:35-10:50","10:35-10:50","11:15-12:00","11:15-12:00","11:15-12:00","11:15-12:00","11:45-12:30","11:45-12:30","11:45-12:30","11:45-12:30",NA,NA,NA,NA,NA,NA,NA,NA,"K","6",420,326,"77.6%",366,"87.1%",402,316,"78.6%",354,"88.1%",NA,NA,24,NA,391,NA,NA,NA,15,231,207,NA,117,94,385,14,NA,15
10624306007280,"early release","selmaunified","indianolaelementary",NA,NA,NA,NA,NA,0,"8:15-13:15","8:15-13:15","8:15-13:15","8:15-13:15","8:15-13:15","8:15-13:15","8:15-13:15","8:15-13:15","10:15-10:25","10:15-10:25","10:15-10:25","10:15-10:25","10:35-10:45","10:35-10:45","10:35-10:45","10:35-10:45","11:15-12:00","11:15-12:00","11:15-12:00","11:15-12:00","11:45-12:30","11:45-12:30","11:45-12:30","11:45-12:30",NA,NA,NA,NA,NA,NA,NA,NA,"K","6",420,326,"77.6%",366,"87.1%",402,316,"78.6%",354,"88.1%",NA,NA,24,NA,391,NA,NA,NA,15,231,207,NA,117,94,385,14,NA,15
10624306007298,"regular","selmaunified","jamesgarfieldelementary","mon"," weds"," thurs"," fri",NA,4,"8:10-14:30","8:10-14:30","8:10-14:45","8:10-14:45","8:10-14:50","8:10-14:50","8:10-14:50","8:10-14:50","10:00-10:15","9:30-9:45","9:30-9:45","9:30-9:45","10:15-10:25","10:15-10:25","10:15-10:25","10:15-10:25","11:00-11:50","11:25-12:15","11:25-12:15","11:25-12:15","12:00-12:50","12:00-12:50","12:00-12:50","12:00-12:50",NA,NA,NA,NA,NA,NA,NA,NA,"K","6",229,196,"85.6%",217,"94.8%",208,178,"85.6%",196,"94.2%",NA,NA,NA,NA,220,NA,NA,NA,17,125,118,NA,91,39,229,19,NA,NA
10624306007298,"early release","selmaunified","jamesgarfieldelementary","tues",NA,NA,NA,NA,1,"8:10-13:30","8:10-13:30","8:10-13:45","8:10-13:45","8:10-13:50","8:10-13:50","8:10-13:50","8:10-13:50","10:00-10:15","9:30-9:45","9:30-9:45","9:30-9:45","10:15-10:25","10:15-10:25","10:15-10:25","10:15-10:25","11:00-11:50","11:25-12:15","11:25-12:15","11:25-12:15","12:00-12:50","12:00-12:50","12:00-12:50","12:00-12:50",NA,NA,NA,NA,NA,NA,NA,NA,"K","6",229,196,"85.6%",217,"94.8%",208,178,"85.6%",196,"94.2%",NA,NA,NA,NA,220,NA,NA,NA,17,125,118,NA,91,39,229,19,NA,NA
10624306007298,"early release","selmaunified","jamesgarfieldelementary",NA,NA,NA,NA,NA,0,"8:10-12:30","8:10-12:30","8:10-12:50","8:10-12:50","8:10-12:50","8:10-12:50","8:10-12:50","8:10-12:50",NA,NA,NA,NA,NA,NA,NA,NA,"11:00-11:30","11:15-11:45","11:15-11:45","11:15-11:45","12:00-12:30","12:00-12:30","12:00-12:30","12:00-12:30",NA,NA,NA,NA,NA,NA,NA,NA,"K","6",229,196,"85.6%",217,"94.8%",208,178,"85.6%",196,"94.2%",NA,NA,NA,NA,220,NA,NA,NA,17,125,118,NA,91,39,229,19,NA,NA
10624306007314,"regular","selmaunified","theodorerooseveltelementary","mon"," weds"," thurs"," fri",NA,4,"8:07-14:30","8:07-14:30","8:07-14:45","8:07-14:45","8:07-14:45","8:07-14:45","8:07-14:45","8:07-14:45","9:20-9:35","9:20-9:35","9:45-10:00","9:45-10:00","9:45-10:00","10:20-10:35","10:20-10:35","10:20-10:35","11:00-11:45","11:00-11:45","11:30-12:15","11:30-12:15","12:00-12:45","12:00-12:45","12:30-13:15","12:30-13:15",NA,NA,NA,NA,NA,NA,NA,NA,"K","6",634,535,"84.4%",586,"92.4%",599,508,"84.8%",554,"92.5%",NA,NA,14,NA,603,NA,NA,NA,24,337,315,NA,188,100,607,30,NA,13
